# S109 late move pruning census. depth is remaining depth at the
# node; move is the index of the legal move searched, from 1.
kind	depth	move	count
reduction	32	48	7
reduction	32	49	7
reduction	32	50	7
reduction	32	51	8
reduction	32	52	8
reduction	32	53	8
reduction	32	54	8
reduction	32	55	8
reduction	32	56	8
reduction	32	57	8
reduction	32	58	8
reduction	32	59	8
reduction	32	60	8
reduction	32	61	8
reduction	32	62	8
reduction	32	63	8
reduction	33	1	0
reduction	33	2	1
reduction	33	3	2
reduction	33	4	3
reduction	33	5	3
reduction	33	6	3
reduction	33	7	4
reduction	33	8	4
reduction	33	9	4
reduction	33	10	4
reduction	33	11	5
reduction	33	12	5
reduction	33	13	5
reduction	33	14	5
reduction	33	15	5
reduction	33	16	5
reduction	33	17	5
reduction	33	18	6
reduction	33	19	6
reduction	33	20	6
reduction	33	21	6
reduction	33	22	6
reduction	33	23	6
reduction	33	24	6
reduction	33	25	6
reduction	33	26	6
reduction	33	27	6
reduction	33	28	6
reduction	33	29	6
reduction	33	30	7
reduction	33	31	7
reduction	33	32	7
reduction	33	33	7
reduction	33	34	7
reduction	33	35	7
reduction	33	36	7
reduction	33	37	7
reduction	33	38	7
reduction	33	39	7
reduction	33	40	7
reduction	33	41	7
reduction	33	42	7
reduction	33	43	7
reduction	33	44	7
reduction	33	45	7
reduction	33	46	7
reduction	33	47	7
reduction	33	48	7
reduction	33	49	7
reduction	33	50	8
reduction	33	51	8
reduction	33	52	8
reduction	33	53	8
reduction	33	54	8
reduction	33	55	8
reduction	33	56	8
reduction	33	57	8
reduction	33	58	8
reduction	33	59	8
reduction	33	60	8
reduction	33	61	8
reduction	33	62	8
reduction	33	63	8
reduction	34	1	0
reduction	34	2	1
reduction	34	3	2
reduction	34	4	3
reduction	34	5	3
reduction	34	6	3
reduction	34	7	4
reduction	34	8	4
reduction	34	9	4
reduction	34	10	4
reduction	34	11	5
reduction	34	12	5
reduction	34	13	5
reduction	34	14	5
reduction	34	15	5
reduction	34	16	5
reduction	34	17	6
reduction	34	18	6
reduction	34	19	6
reduction	34	20	6
reduction	34	21	6
reduction	34	22	6
reduction	34	23	6
reduction	34	24	6
reduction	34	25	6
reduction	34	26	6
reduction	34	27	6
reduction	34	28	6
reduction	34	29	7
reduction	34	30	7
reduction	34	31	7
reduction	34	32	7
reduction	34	33	7
reduction	34	34	7
reduction	34	35	7
reduction	34	36	7
reduction	34	37	7
reduction	34	38	7
reduction	34	39	7
reduction	34	40	7
reduction	34	41	7
reduction	34	42	7
reduction	34	43	7
reduction	34	44	7
reduction	34	45	7
reduction	34	46	7
reduction	34	47	7
reduction	34	48	8
reduction	34	49	8
reduction	34	50	8
reduction	34	51	8
reduction	34	52	8
reduction	34	53	8
reduction	34	54	8
reduction	34	55	8
reduction	34	56	8
reduction	34	57	8
reduction	34	58	8
reduction	34	59	8
reduction	34	60	8
reduction	34	61	8
reduction	34	62	8
reduction	34	63	8
reduction	35	1	0
reduction	35	2	1
reduction	35	3	2
reduction	35	4	3
reduction	35	5	3
reduction	35	6	4
reduction	35	7	4
reduction	35	8	4
reduction	35	9	4
reduction	35	10	5
reduction	35	11	5
reduction	35	12	5
reduction	35	13	5
reduction	35	14	5
reduction	35	15	5
reduction	35	16	5
reduction	35	17	6
reduction	35	18	6
reduction	35	19	6
reduction	35	20	6
reduction	35	21	6
reduction	35	22	6
reduction	35	23	6
reduction	35	24	6
reduction	35	25	6
reduction	35	26	6
reduction	35	27	6
reduction	35	28	7
reduction	35	29	7
reduction	35	30	7
reduction	35	31	7
reduction	35	32	7
reduction	35	33	7
reduction	35	34	7
reduction	35	35	7
reduction	35	36	7
reduction	35	37	7
reduction	35	38	7
reduction	35	39	7
reduction	35	40	7
reduction	35	41	7
reduction	35	42	7
reduction	35	43	7
reduction	35	44	7
reduction	35	45	7
reduction	35	46	7
reduction	35	47	8
reduction	35	48	8
reduction	35	49	8
reduction	35	50	8
reduction	35	51	8
reduction	35	52	8
reduction	35	53	8
reduction	35	54	8
reduction	35	55	8
reduction	35	56	8
reduction	35	57	8
reduction	35	58	8
reduction	35	59	8
reduction	35	60	8
reduction	35	61	8
reduction	35	62	8
reduction	35	63	8
reduction	36	1	0
reduction	36	2	1
reduction	36	3	2
reduction	36	4	3
reduction	36	5	3
reduction	36	6	4
reduction	36	7	4
reduction	36	8	4
reduction	36	9	4
reduction	36	10	5
reduction	36	11	5
reduction	36	12	5
reduction	36	13	5
reduction	36	14	5
reduction	36	15	5
reduction	36	16	5
reduction	36	17	6
reduction	36	18	6
reduction	36	19	6
reduction	36	20	6
reduction	36	21	6
reduction	36	22	6
reduction	36	23	6
reduction	36	24	6
reduction	36	25	6
reduction	36	26	6
reduction	36	27	7
reduction	36	28	7
reduction	36	29	7
reduction	36	30	7
reduction	36	31	7
reduction	36	32	7
reduction	36	33	7
reduction	36	34	7
reduction	36	35	7
reduction	36	36	7
reduction	36	37	7
reduction	36	38	7
reduction	36	39	7
reduction	36	40	7
reduction	36	41	7
reduction	36	42	7
reduction	36	43	7
reduction	36	44	7
reduction	36	45	8
reduction	36	46	8
reduction	36	47	8
reduction	36	48	8
reduction	36	49	8
reduction	36	50	8
reduction	36	51	8
reduction	36	52	8
reduction	36	53	8
reduction	36	54	8
reduction	36	55	8
reduction	36	56	8
reduction	36	57	8
reduction	36	58	8
reduction	36	59	8
reduction	36	60	8
reduction	36	61	8
reduction	36	62	8
reduction	36	63	8
reduction	37	1	0
reduction	37	2	1
reduction	37	3	2
reduction	37	4	3
reduction	37	5	3
reduction	37	6	4
reduction	37	7	4
reduction	37	8	4
reduction	37	9	4
reduction	37	10	5
reduction	37	11	5
reduction	37	12	5
reduction	37	13	5
reduction	37	14	5
reduction	37	15	5
reduction	37	16	6
reduction	37	17	6
reduction	37	18	6
reduction	37	19	6
reduction	37	20	6
reduction	37	21	6
reduction	37	22	6
reduction	37	23	6
reduction	37	24	6
reduction	37	25	6
reduction	37	26	6
reduction	37	27	7
reduction	37	28	7
reduction	37	29	7
reduction	37	30	7
reduction	37	31	7
reduction	37	32	7
reduction	37	33	7
reduction	37	34	7
reduction	37	35	7
reduction	37	36	7
reduction	37	37	7
reduction	37	38	7
reduction	37	39	7
reduction	37	40	7
reduction	37	41	7
reduction	37	42	7
reduction	37	43	7
reduction	37	44	8
reduction	37	45	8
reduction	37	46	8
reduction	37	47	8
reduction	37	48	8
reduction	37	49	8
reduction	37	50	8
reduction	37	51	8
reduction	37	52	8
reduction	37	53	8
reduction	37	54	8
reduction	37	55	8
reduction	37	56	8
reduction	37	57	8
reduction	37	58	8
reduction	37	59	8
reduction	37	60	8
reduction	37	61	8
reduction	37	62	8
reduction	37	63	8
reduction	38	1	0
reduction	38	2	1
reduction	38	3	2
reduction	38	4	3
reduction	38	5	3
reduction	38	6	4
reduction	38	7	4
reduction	38	8	4
reduction	38	9	4
reduction	38	10	5
reduction	38	11	5
reduction	38	12	5
reduction	38	13	5
reduction	38	14	5
reduction	38	15	5
reduction	38	16	6
reduction	38	17	6
reduction	38	18	6
reduction	38	19	6
reduction	38	20	6
reduction	38	21	6
reduction	38	22	6
reduction	38	23	6
reduction	38	24	6
reduction	38	25	6
reduction	38	26	7
reduction	38	27	7
reduction	38	28	7
reduction	38	29	7
reduction	38	30	7
reduction	38	31	7
reduction	38	32	7
reduction	38	33	7
reduction	38	34	7
reduction	38	35	7
reduction	38	36	7
reduction	38	37	7
reduction	38	38	7
reduction	38	39	7
reduction	38	40	7
reduction	38	41	7
reduction	38	42	7
reduction	38	43	8
reduction	38	44	8
reduction	38	45	8
reduction	38	46	8
reduction	38	47	8
reduction	38	48	8
reduction	38	49	8
reduction	38	50	8
reduction	38	51	8
reduction	38	52	8
reduction	38	53	8
reduction	38	54	8
reduction	38	55	8
reduction	38	56	8
reduction	38	57	8
reduction	38	58	8
reduction	38	59	8
reduction	38	60	8
reduction	38	61	8
reduction	38	62	8
reduction	38	63	8
reduction	39	1	0
reduction	39	2	1
reduction	39	3	2
reduction	39	4	3
reduction	39	5	3
reduction	39	6	4
reduction	39	7	4
reduction	39	8	4
reduction	39	9	4
reduction	39	10	5
reduction	39	11	5
reduction	39	12	5
reduction	39	13	5
reduction	39	14	5
reduction	39	15	5
reduction	39	16	6
reduction	39	17	6
reduction	39	18	6
reduction	39	19	6
reduction	39	20	6
reduction	39	21	6
reduction	39	22	6
reduction	39	23	6
reduction	39	24	6
reduction	39	25	6
reduction	39	26	7
reduction	39	27	7
reduction	39	28	7
reduction	39	29	7
reduction	39	30	7
reduction	39	31	7
reduction	39	32	7
reduction	39	33	7
reduction	39	34	7
reduction	39	35	7
reduction	39	36	7
reduction	39	37	7
reduction	39	38	7
reduction	39	39	7
reduction	39	40	7
reduction	39	41	7
reduction	39	42	8
reduction	39	43	8
reduction	39	44	8
reduction	39	45	8
reduction	39	46	8
reduction	39	47	8
reduction	39	48	8
reduction	39	49	8
reduction	39	50	8
reduction	39	51	8
reduction	39	52	8
reduction	39	53	8
reduction	39	54	8
reduction	39	55	8
reduction	39	56	8
reduction	39	57	8
reduction	39	58	8
reduction	39	59	8
reduction	39	60	8
reduction	39	61	8
reduction	39	62	8
reduction	39	63	8
reduction	40	1	0
reduction	40	2	1
reduction	40	3	2
reduction	40	4	3
reduction	40	5	3
reduction	40	6	4
reduction	40	7	4
reduction	40	8	4
reduction	40	9	4
reduction	40	10	5
reduction	40	11	5
reduction	40	12	5
reduction	40	13	5
reduction	40	14	5
reduction	40	15	6
reduction	40	16	6
reduction	40	17	6
reduction	40	18	6
reduction	40	19	6
reduction	40	20	6
reduction	40	21	6
reduction	40	22	6
reduction	40	23	6
reduction	40	24	6
reduction	40	25	7
reduction	40	26	7
reduction	40	27	7
reduction	40	28	7
reduction	40	29	7
reduction	40	30	7
reduction	40	31	7
reduction	40	32	7
reduction	40	33	7
reduction	40	34	7
reduction	40	35	7
reduction	40	36	7
reduction	40	37	7
reduction	40	38	7
reduction	40	39	7
reduction	40	40	7
reduction	40	41	8
reduction	40	42	8
reduction	40	43	8
reduction	40	44	8
reduction	40	45	8
reduction	40	46	8
reduction	40	47	8
reduction	40	48	8
reduction	40	49	8
reduction	40	50	8
reduction	40	51	8
reduction	40	52	8
reduction	40	53	8
reduction	40	54	8
reduction	40	55	8
reduction	40	56	8
reduction	40	57	8
reduction	40	58	8
reduction	40	59	8
reduction	40	60	8
reduction	40	61	8
reduction	40	62	8
reduction	40	63	8
reduction	41	1	0
reduction	41	2	1
reduction	41	3	2
reduction	41	4	3
reduction	41	5	3
reduction	41	6	4
reduction	41	7	4
reduction	41	8	4
reduction	41	9	5
reduction	41	10	5
reduction	41	11	5
reduction	41	12	5
reduction	41	13	5
reduction	41	14	5
reduction	41	15	6
reduction	41	16	6
reduction	41	17	6
reduction	41	18	6
reduction	41	19	6
reduction	41	20	6
reduction	41	21	6
reduction	41	22	6
reduction	41	23	6
reduction	41	24	7
reduction	41	25	7
reduction	41	26	7
reduction	41	27	7
reduction	41	28	7
reduction	41	29	7
reduction	41	30	7
reduction	41	31	7
reduction	41	32	7
reduction	41	33	7
reduction	41	34	7
reduction	41	35	7
reduction	41	36	7
reduction	41	37	7
reduction	41	38	7
reduction	41	39	7
reduction	41	40	8
reduction	41	41	8
reduction	41	42	8
reduction	41	43	8
reduction	41	44	8
reduction	41	45	8
reduction	41	46	8
reduction	41	47	8
reduction	41	48	8
reduction	41	49	8
reduction	41	50	8
reduction	41	51	8
reduction	41	52	8
reduction	41	53	8
reduction	41	54	8
reduction	41	55	8
reduction	41	56	8
reduction	41	57	8
reduction	41	58	8
reduction	41	59	8
reduction	41	60	8
reduction	41	61	8
reduction	41	62	8
reduction	41	63	8
reduction	42	1	0
reduction	42	2	1
reduction	42	3	2
reduction	42	4	3
reduction	42	5	3
reduction	42	6	4
reduction	42	7	4
reduction	42	8	4
reduction	42	9	5
reduction	42	10	5
reduction	42	11	5
reduction	42	12	5
reduction	42	13	5
reduction	42	14	5
reduction	42	15	6
reduction	42	16	6
reduction	42	17	6
reduction	42	18	6
reduction	42	19	6
reduction	42	20	6
reduction	42	21	6
reduction	42	22	6
reduction	42	23	6
reduction	42	24	7
reduction	42	25	7
reduction	42	26	7
reduction	42	27	7
reduction	42	28	7
reduction	42	29	7
reduction	42	30	7
reduction	42	31	7
reduction	42	32	7
reduction	42	33	7
reduction	42	34	7
reduction	42	35	7
reduction	42	36	7
reduction	42	37	7
reduction	42	38	7
reduction	42	39	8
reduction	42	40	8
reduction	42	41	8
reduction	42	42	8
reduction	42	43	8
reduction	42	44	8
reduction	42	45	8
reduction	42	46	8
reduction	42	47	8
reduction	42	48	8
reduction	42	49	8
reduction	42	50	8
reduction	42	51	8
reduction	42	52	8
reduction	42	53	8
reduction	42	54	8
reduction	42	55	8
reduction	42	56	8
reduction	42	57	8
reduction	42	58	8
reduction	42	59	8
reduction	42	60	8
reduction	42	61	8
reduction	42	62	8
reduction	42	63	9
reduction	43	1	0
reduction	43	2	1
reduction	43	3	2
reduction	43	4	3
reduction	43	5	3
reduction	43	6	4
reduction	43	7	4
reduction	43	8	4
reduction	43	9	5
reduction	43	10	5
reduction	43	11	5
reduction	43	12	5
reduction	43	13	5
reduction	43	14	5
reduction	43	15	6
reduction	43	16	6
reduction	43	17	6
reduction	43	18	6
reduction	43	19	6
reduction	43	20	6
reduction	43	21	6
reduction	43	22	6
reduction	43	23	6
reduction	43	24	7
reduction	43	25	7
reduction	43	26	7
reduction	43	27	7
reduction	43	28	7
reduction	43	29	7
reduction	43	30	7
reduction	43	31	7
reduction	43	32	7
reduction	43	33	7
reduction	43	34	7
reduction	43	35	7
reduction	43	36	7
reduction	43	37	7
reduction	43	38	8
reduction	43	39	8
reduction	43	40	8
reduction	43	41	8
reduction	43	42	8
reduction	43	43	8
reduction	43	44	8
reduction	43	45	8
reduction	43	46	8
reduction	43	47	8
reduction	43	48	8
reduction	43	49	8
reduction	43	50	8
reduction	43	51	8
reduction	43	52	8
reduction	43	53	8
reduction	43	54	8
reduction	43	55	8
reduction	43	56	8
reduction	43	57	8
reduction	43	58	8
reduction	43	59	8
reduction	43	60	8
reduction	43	61	9
reduction	43	62	9
reduction	43	63	9
reduction	44	1	0
reduction	44	2	1
reduction	44	3	2
reduction	44	4	3
reduction	44	5	3
reduction	44	6	4
reduction	44	7	4
reduction	44	8	4
reduction	44	9	5
reduction	44	10	5
reduction	44	11	5
reduction	44	12	5
reduction	44	13	5
reduction	44	14	6
reduction	44	15	6
reduction	44	16	6
reduction	44	17	6
reduction	44	18	6
reduction	44	19	6
reduction	44	20	6
reduction	44	21	6
reduction	44	22	6
reduction	44	23	7
reduction	44	24	7
reduction	44	25	7
reduction	44	26	7
reduction	44	27	7
reduction	44	28	7
reduction	44	29	7
reduction	44	30	7
reduction	44	31	7
reduction	44	32	7
reduction	44	33	7
reduction	44	34	7
reduction	44	35	7
reduction	44	36	7
reduction	44	37	8
reduction	44	38	8
reduction	44	39	8
reduction	44	40	8
reduction	44	41	8
reduction	44	42	8
reduction	44	43	8
reduction	44	44	8
reduction	44	45	8
reduction	44	46	8
reduction	44	47	8
reduction	44	48	8
reduction	44	49	8
reduction	44	50	8
reduction	44	51	8
reduction	44	52	8
reduction	44	53	8
reduction	44	54	8
reduction	44	55	8
reduction	44	56	8
reduction	44	57	8
reduction	44	58	8
reduction	44	59	8
reduction	44	60	9
reduction	44	61	9
reduction	44	62	9
reduction	44	63	9
reduction	45	1	0
reduction	45	2	1
reduction	45	3	2
reduction	45	4	3
reduction	45	5	3
reduction	45	6	4
reduction	45	7	4
reduction	45	8	4
reduction	45	9	5
reduction	45	10	5
reduction	45	11	5
reduction	45	12	5
reduction	45	13	5
reduction	45	14	6
reduction	45	15	6
reduction	45	16	6
reduction	45	17	6
reduction	45	18	6
reduction	45	19	6
reduction	45	20	6
reduction	45	21	6
reduction	45	22	6
reduction	45	23	7
reduction	45	24	7
reduction	45	25	7
reduction	45	26	7
reduction	45	27	7
reduction	45	28	7
reduction	45	29	7
reduction	45	30	7
reduction	45	31	7
reduction	45	32	7
reduction	45	33	7
reduction	45	34	7
reduction	45	35	7
reduction	45	36	8
reduction	45	37	8
reduction	45	38	8
reduction	45	39	8
reduction	45	40	8
reduction	45	41	8
reduction	45	42	8
reduction	45	43	8
reduction	45	44	8
reduction	45	45	8
reduction	45	46	8
reduction	45	47	8
reduction	45	48	8
reduction	45	49	8
reduction	45	50	8
reduction	45	51	8
reduction	45	52	8
reduction	45	53	8
reduction	45	54	8
reduction	45	55	8
reduction	45	56	8
reduction	45	57	8
reduction	45	58	9
reduction	45	59	9
reduction	45	60	9
reduction	45	61	9
reduction	45	62	9
reduction	45	63	9
reduction	46	1	0
reduction	46	2	1
reduction	46	3	2
reduction	46	4	3
reduction	46	5	3
reduction	46	6	4
reduction	46	7	4
reduction	46	8	4
reduction	46	9	5
reduction	46	10	5
reduction	46	11	5
reduction	46	12	5
reduction	46	13	5
reduction	46	14	6
reduction	46	15	6
reduction	46	16	6
reduction	46	17	6
reduction	46	18	6
reduction	46	19	6
reduction	46	20	6
reduction	46	21	6
reduction	46	22	7
reduction	46	23	7
reduction	46	24	7
reduction	46	25	7
reduction	46	26	7
reduction	46	27	7
reduction	46	28	7
reduction	46	29	7
reduction	46	30	7
reduction	46	31	7
reduction	46	32	7
reduction	46	33	7
reduction	46	34	7
reduction	46	35	7
reduction	46	36	8
reduction	46	37	8
reduction	46	38	8
reduction	46	39	8
reduction	46	40	8
reduction	46	41	8
reduction	46	42	8
reduction	46	43	8
reduction	46	44	8
reduction	46	45	8
reduction	46	46	8
reduction	46	47	8
reduction	46	48	8
reduction	46	49	8
reduction	46	50	8
reduction	46	51	8
reduction	46	52	8
reduction	46	53	8
reduction	46	54	8
reduction	46	55	8
reduction	46	56	8
reduction	46	57	9
reduction	46	58	9
reduction	46	59	9
reduction	46	60	9
reduction	46	61	9
reduction	46	62	9
reduction	46	63	9
reduction	47	1	0
reduction	47	2	1
reduction	47	3	2
reduction	47	4	3
reduction	47	5	3
reduction	47	6	4
reduction	47	7	4
reduction	47	8	4
reduction	47	9	5
reduction	47	10	5
reduction	47	11	5
reduction	47	12	5
reduction	47	13	5
reduction	47	14	6
reduction	47	15	6
reduction	47	16	6
reduction	47	17	6
reduction	47	18	6
reduction	47	19	6
reduction	47	20	6
reduction	47	21	6
reduction	47	22	7
reduction	47	23	7
reduction	47	24	7
reduction	47	25	7
reduction	47	26	7
reduction	47	27	7
reduction	47	28	7
reduction	47	29	7
reduction	47	30	7
reduction	47	31	7
reduction	47	32	7
reduction	47	33	7
reduction	47	34	7
reduction	47	35	8
reduction	47	36	8
reduction	47	37	8
reduction	47	38	8
reduction	47	39	8
reduction	47	40	8
reduction	47	41	8
reduction	47	42	8
reduction	47	43	8
reduction	47	44	8
reduction	47	45	8
reduction	47	46	8
reduction	47	47	8
reduction	47	48	8
reduction	47	49	8
reduction	47	50	8
reduction	47	51	8
reduction	47	52	8
reduction	47	53	8
reduction	47	54	8
reduction	47	55	8
reduction	47	56	9
reduction	47	57	9
reduction	47	58	9
reduction	47	59	9
reduction	47	60	9
reduction	47	61	9
reduction	47	62	9
reduction	47	63	9
reduction	48	1	0
reduction	48	2	1
reduction	48	3	2
reduction	48	4	3
reduction	48	5	3
reduction	48	6	4
reduction	48	7	4
reduction	48	8	4
reduction	48	9	5
reduction	48	10	5
reduction	48	11	5
reduction	48	12	5
reduction	48	13	5
reduction	48	14	6
reduction	48	15	6
reduction	48	16	6
reduction	48	17	6
reduction	48	18	6
reduction	48	19	6
reduction	48	20	6
reduction	48	21	6
reduction	48	22	7
reduction	48	23	7
reduction	48	24	7
reduction	48	25	7
reduction	48	26	7
reduction	48	27	7
reduction	48	28	7
reduction	48	29	7
reduction	48	30	7
reduction	48	31	7
reduction	48	32	7
reduction	48	33	7
reduction	48	34	8
reduction	48	35	8
reduction	48	36	8
reduction	48	37	8
reduction	48	38	8
reduction	48	39	8
reduction	48	40	8
reduction	48	41	8
reduction	48	42	8
reduction	48	43	8
reduction	48	44	8
reduction	48	45	8
reduction	48	46	8
reduction	48	47	8
reduction	48	48	8
reduction	48	49	8
reduction	48	50	8
reduction	48	51	8
reduction	48	52	8
reduction	48	53	8
reduction	48	54	9
reduction	48	55	9
reduction	48	56	9
reduction	48	57	9
reduction	48	58	9
reduction	48	59	9
reduction	48	60	9
reduction	48	61	9
reduction	48	62	9
reduction	48	63	9
reduction	49	1	0
reduction	49	2	2
reduction	49	3	2
reduction	49	4	3
reduction	49	5	3
reduction	49	6	4
reduction	49	7	4
reduction	49	8	4
reduction	49	9	5
reduction	49	10	5
reduction	49	11	5
reduction	49	12	5
reduction	49	13	6
reduction	49	14	6
reduction	49	15	6
reduction	49	16	6
reduction	49	17	6
reduction	49	18	6
reduction	49	19	6
reduction	49	20	6
reduction	49	21	7
reduction	49	22	7
reduction	49	23	7
reduction	49	24	7
reduction	49	25	7
reduction	49	26	7
reduction	49	27	7
reduction	49	28	7
reduction	49	29	7
reduction	49	30	7
reduction	49	31	7
reduction	49	32	7
reduction	49	33	7
reduction	49	34	8
reduction	49	35	8
reduction	49	36	8
reduction	49	37	8
reduction	49	38	8
reduction	49	39	8
reduction	49	40	8
reduction	49	41	8
reduction	49	42	8
reduction	49	43	8
reduction	49	44	8
reduction	49	45	8
reduction	49	46	8
reduction	49	47	8
reduction	49	48	8
reduction	49	49	8
reduction	49	50	8
reduction	49	51	8
reduction	49	52	8
reduction	49	53	9
reduction	49	54	9
reduction	49	55	9
reduction	49	56	9
reduction	49	57	9
reduction	49	58	9
reduction	49	59	9
reduction	49	60	9
reduction	49	61	9
reduction	49	62	9
reduction	49	63	9
reduction	50	1	0
reduction	50	2	2
reduction	50	3	2
reduction	50	4	3
reduction	50	5	3
reduction	50	6	4
reduction	50	7	4
reduction	50	8	4
reduction	50	9	5
reduction	50	10	5
reduction	50	11	5
reduction	50	12	5
reduction	50	13	6
reduction	50	14	6
reduction	50	15	6
reduction	50	16	6
reduction	50	17	6
reduction	50	18	6
reduction	50	19	6
reduction	50	20	6
reduction	50	21	7
reduction	50	22	7
reduction	50	23	7
reduction	50	24	7
reduction	50	25	7
reduction	50	26	7
reduction	50	27	7
reduction	50	28	7
reduction	50	29	7
reduction	50	30	7
reduction	50	31	7
reduction	50	32	7
reduction	50	33	8
reduction	50	34	8
reduction	50	35	8
reduction	50	36	8
reduction	50	37	8
reduction	50	38	8
reduction	50	39	8
reduction	50	40	8
reduction	50	41	8
reduction	50	42	8
reduction	50	43	8
reduction	50	44	8
reduction	50	45	8
reduction	50	46	8
reduction	50	47	8
reduction	50	48	8
reduction	50	49	8
reduction	50	50	8
reduction	50	51	8
reduction	50	52	9
reduction	50	53	9
reduction	50	54	9
reduction	50	55	9
reduction	50	56	9
reduction	50	57	9
reduction	50	58	9
reduction	50	59	9
reduction	50	60	9
reduction	50	61	9
reduction	50	62	9
reduction	50	63	9
reduction	51	1	0
reduction	51	2	2
reduction	51	3	2
reduction	51	4	3
reduction	51	5	3
reduction	51	6	4
reduction	51	7	4
reduction	51	8	5
reduction	51	9	5
reduction	51	10	5
reduction	51	11	5
reduction	51	12	5
reduction	51	13	6
reduction	51	14	6
reduction	51	15	6
reduction	51	16	6
reduction	51	17	6
reduction	51	18	6
reduction	51	19	6
reduction	51	20	6
reduction	51	21	7
reduction	51	22	7
reduction	51	23	7
reduction	51	24	7
reduction	51	25	7
reduction	51	26	7
reduction	51	27	7
reduction	51	28	7
reduction	51	29	7
reduction	51	30	7
reduction	51	31	7
reduction	51	32	8
reduction	51	33	8
reduction	51	34	8
reduction	51	35	8
reduction	51	36	8
reduction	51	37	8
reduction	51	38	8
reduction	51	39	8
reduction	51	40	8
reduction	51	41	8
reduction	51	42	8
reduction	51	43	8
reduction	51	44	8
reduction	51	45	8
reduction	51	46	8
reduction	51	47	8
reduction	51	48	8
reduction	51	49	8
reduction	51	50	8
reduction	51	51	9
reduction	51	52	9
reduction	51	53	9
reduction	51	54	9
reduction	51	55	9
reduction	51	56	9
reduction	51	57	9
reduction	51	58	9
reduction	51	59	9
reduction	51	60	9
reduction	51	61	9
reduction	51	62	9
reduction	51	63	9
reduction	52	1	0
reduction	52	2	2
reduction	52	3	2
reduction	52	4	3
reduction	52	5	4
reduction	52	6	4
reduction	52	7	4
reduction	52	8	5
reduction	52	9	5
reduction	52	10	5
reduction	52	11	5
reduction	52	12	5
reduction	52	13	6
reduction	52	14	6
reduction	52	15	6
reduction	52	16	6
reduction	52	17	6
reduction	52	18	6
reduction	52	19	6
reduction	52	20	7
reduction	52	21	7
reduction	52	22	7
reduction	52	23	7
reduction	52	24	7
reduction	52	25	7
reduction	52	26	7
reduction	52	27	7
reduction	52	28	7
reduction	52	29	7
reduction	52	30	7
reduction	52	31	7
reduction	52	32	8
reduction	52	33	8
reduction	52	34	8
reduction	52	35	8
reduction	52	36	8
reduction	52	37	8
reduction	52	38	8
reduction	52	39	8
reduction	52	40	8
reduction	52	41	8
reduction	52	42	8
reduction	52	43	8
reduction	52	44	8
reduction	52	45	8
reduction	52	46	8
reduction	52	47	8
reduction	52	48	8
reduction	52	49	8
reduction	52	50	9
reduction	52	51	9
reduction	52	52	9
reduction	52	53	9
reduction	52	54	9
reduction	52	55	9
reduction	52	56	9
reduction	52	57	9
reduction	52	58	9
reduction	52	59	9
reduction	52	60	9
reduction	52	61	9
reduction	52	62	9
reduction	52	63	9
reduction	53	1	0
reduction	53	2	2
reduction	53	3	2
reduction	53	4	3
reduction	53	5	4
reduction	53	6	4
reduction	53	7	4
reduction	53	8	5
reduction	53	9	5
reduction	53	10	5
reduction	53	11	5
reduction	53	12	5
reduction	53	13	6
reduction	53	14	6
reduction	53	15	6
reduction	53	16	6
reduction	53	17	6
reduction	53	18	6
reduction	53	19	6
reduction	53	20	7
reduction	53	21	7
reduction	53	22	7
reduction	53	23	7
reduction	53	24	7
reduction	53	25	7
reduction	53	26	7
reduction	53	27	7
reduction	53	28	7
reduction	53	29	7
reduction	53	30	7
reduction	53	31	8
reduction	53	32	8
reduction	53	33	8
reduction	53	34	8
reduction	53	35	8
reduction	53	36	8
reduction	53	37	8
reduction	53	38	8
reduction	53	39	8
reduction	53	40	8
reduction	53	41	8
reduction	53	42	8
reduction	53	43	8
reduction	53	44	8
reduction	53	45	8
reduction	53	46	8
reduction	53	47	8
reduction	53	48	8
reduction	53	49	9
reduction	53	50	9
reduction	53	51	9
reduction	53	52	9
reduction	53	53	9
reduction	53	54	9
reduction	53	55	9
reduction	53	56	9
reduction	53	57	9
reduction	53	58	9
reduction	53	59	9
reduction	53	60	9
reduction	53	61	9
reduction	53	62	9
reduction	53	63	9
reduction	54	1	0
reduction	54	2	2
reduction	54	3	2
reduction	54	4	3
reduction	54	5	4
reduction	54	6	4
reduction	54	7	4
reduction	54	8	5
reduction	54	9	5
reduction	54	10	5
reduction	54	11	5
reduction	54	12	5
reduction	54	13	6
reduction	54	14	6
reduction	54	15	6
reduction	54	16	6
reduction	54	17	6
reduction	54	18	6
reduction	54	19	6
reduction	54	20	7
reduction	54	21	7
reduction	54	22	7
reduction	54	23	7
reduction	54	24	7
reduction	54	25	7
reduction	54	26	7
reduction	54	27	7
reduction	54	28	7
reduction	54	29	7
reduction	54	30	7
reduction	54	31	8
reduction	54	32	8
reduction	54	33	8
reduction	54	34	8
reduction	54	35	8
reduction	54	36	8
reduction	54	37	8
reduction	54	38	8
reduction	54	39	8
reduction	54	40	8
reduction	54	41	8
reduction	54	42	8
reduction	54	43	8
reduction	54	44	8
reduction	54	45	8
reduction	54	46	8
reduction	54	47	8
reduction	54	48	9
reduction	54	49	9
reduction	54	50	9
reduction	54	51	9
reduction	54	52	9
reduction	54	53	9
reduction	54	54	9
reduction	54	55	9
