# S231 phase-three census: BOTH continuation tables' use on the FITTED build,
# taken so the one-ply shares stand beside S222's 96.62 / 95.15 / 19.15 % and
# S024's 97.56 / 96.19 / 27.14 %, and so the two-ply table's own three shares
# exist at all. A same-tree control at phase one's incumbent vector is beside
# it, so a moved share is attributed to the fit or to the tree rather than
# explained.
#
# WHAT THIS IS. `adocs/data/S024_census_run.py run <engine>` over the same 400
# positions of `adocs/data/S024_census_positions.txt` -- one per game from
# `adocs/data/S219_aa_calibration.pgn`, `random.Random(24)` shuffle, each
# game's own midpoint ply -- at depth 10, Hash 16, `ucinewgame` between
# positions, driven through one persistent UCI process. The script is the one
# S231 phase one extended to eight counters; only the binary under it is new.
#
# THE BINARY. S231's fitted `src/search_params.hpp` -- this project's own SPSA
# lane of 2026-09-19/20, `adocs/data/S231_spsa_trajectory.tsv` -- with the
# eight throwaway counters patched in. Built in a detached worktree at
# `abe251b` with the fitted header copied in; `cmake
# -DCMAKE_BUILD_TYPE=Release`, its own `build/`, the real tree's never
# touched, the worktree removed after the run. The instrumentation is not in
# the shipping engine and never was: an `info string cont_hist_census` line is
# not on the UCI surface `tests/test_uci_surface.cpp` guards. The exact diff is
# at the bottom of this file, so the run reproduces without it ever having been
# in the tree. The script writes `adocs/data/S024_census.tsv`, so it was run
# from the worktree's copy and S024's own artefact in this tree was never
# touched -- what S222 did.
#
# THE CONTROL. The same instrumented binary rebuilt with `abe251b`'s own
# `src/search_params.hpp` -- phase one's incumbent 17/18/26 twice -- and the
# same 400 positions re-run. It separates the vector from the tree, and here
# it says the fit moved almost nothing: the tree is 2.2 % smaller (29450590
# nodes against 30121175) and every share is within four tenths of a point of
# the control's. The one-ply non-zero share is 19.89 % fitted against 20.22 %
# at the incumbent vector, so the fitted vector reads a non-zero one-ply entry
# slightly **less** often, by 0.34 points; the two-ply non-zero share is
# 27.51 % against 27.31 %, 0.20 points the other way. Both runs were repeated
# once and reproduced to the counter.
#
# THE READING. The two-ply table is **not** inert wiring: the move two plies
# back exists at 94.24 % of quiet cutoffs and the term is consulted on 95.72 %
# of quiet `score_move()` evaluations -- within a point and a half of the
# one-ply table's 96.53 % and 95.30 % -- and **27.51 % of those consultations
# read a non-zero entry, against the one-ply table's 19.89 % on the same
# run**. The two-ply table is the one that more often has something to say,
# which is a fact about this tree's shape and not a claim about strength: what
# a table returns is not what it is worth (DEC-019), and
# `adocs/data/S231_sprt.sh` decides the step. The one-ply figures are S222's
# own profile again, a third of a point apart on all three, on a tree 3.4 %
# smaller than S222's 30474552.
#
# WHAT THE THREE NEW DENOMINATORS ARE, since they differ from the one-ply
# three's by more than the guard: `writes_with_prev2` is over
# `writes_total` and `reads_with_prev2` over `reads_total`, so the two-ply
# write share is 2.3 points under the one-ply one -- ply 0, ply 1 and the node
# two plies after a null move pass no two-ply key, where only ply 0 and the
# node after a pass are missing a one-ply one.
#
# SUMMARY, FITTED VECTOR (18/17/24 one-ply, 18/20/24 two-ply), as the script
# printed it:
#
#   positions: 400
#   total nodes: 29450590
#   wall time: 9.7 s
#   writes_total: 1063568  writes_with_prev: 1026634  share: 96.5273%
#   reads_total: 65137855  reads_with_prev: 62074113  share: 95.2965%
#   reads_nonzero: 12343949  of reads_with_prev: 62074113  share: 19.8858%
#   per-position reads_nonzero/reads_with_prev share: min 3.0243%  median 18.1389%  max 40.9168%
#   writes_with_prev2: 1002253  of writes_total: 1063568  share: 94.2350%
#   reads_with_prev2: 62348385  of reads_total: 65137855  share: 95.7176%
#   reads_nonzero2: 17150616  of reads_with_prev2: 62348385  share: 27.5077%
#   per-position reads_nonzero2/reads_with_prev2 share: min 4.9102%  median 25.8215%  max 54.2883%
#   S024-CENSUS-DONE
#
# SUMMARY, INCUMBENT VECTOR, same binary rebuilt with `abe251b`'s own
# `src/search_params.hpp` (17/18/26 twice), same 400 positions, same depth
# and hash:
#
#   positions: 400
#   total nodes: 30121175
#   wall time: 10.0 s
#   writes_total: 1079281  writes_with_prev: 1041783  share: 96.5256%
#   reads_total: 66608262  reads_with_prev: 63516538  share: 95.3583%
#   reads_nonzero: 12845338  of reads_with_prev: 63516538  share: 20.2236%
#   per-position reads_nonzero/reads_with_prev share: min 2.6345%  median 18.2409%  max 41.8208%
#   writes_with_prev2: 1017968  of writes_total: 1079281  share: 94.3191%
#   reads_with_prev2: 63802599  of reads_total: 66608262  share: 95.7878%
#   reads_nonzero2: 17424875  of reads_with_prev2: 63802599  share: 27.3106%
#   per-position reads_nonzero2/reads_with_prev2 share: min 4.7291%  median 25.5310%  max 50.9634%
#   S024-CENSUS-DONE
#
# Rows of the FITTED run, one per position, from the script above.
# S024 verdict-1 H0 census. Regenerate with:
#   ~/.venv/chess/bin/python adocs/data/S024_census_run.py run <engine>
# One row per adocs/data/S024_census_positions.txt entry, depth 10, Hash 16 MB, ucinewgame between positions.
# writes = calls of history_on_quiet_cutoff(); writes_with_prev = those with prev_move != 0; writes_with_prev2 = those with prev_move2 != 0 (S231).
# reads = quiet-move score_move() evaluations; reads_with_prev = those where the one-ply continuation term is consulted; reads_nonzero = those where it is non-zero; reads_with_prev2 and reads_nonzero2 are the same two for the two-ply table (S231), and are 0 when the binary carries S024's five-counter instrumentation.
idx	game_index	ply	fen	nodes	elapsed_s	writes_total	writes_with_prev	reads_total	reads_with_prev	reads_nonzero	writes_with_prev2	reads_with_prev2	reads_nonzero2
29	609	66	r5k1/5pp1/1n1p4/p6p/1N1R4/P6P/1P3PPK/8 w - - 0 37	62631	0.017108917236328125	3302	3220	129535	123417	30470	3222	126251	39260
30	275	70	8/1p1k1p2/pP1p1n1r/2pPp3/2P1P2p/P4R2/5PP1/4R1K1 w - - 2 39	60087	0.015778779983520508	3521	3345	113195	107140	28297	3248	107815	38650
31	279	102	8/1b3k2/p6p/R1P4P/5P2/3B4/5K2/7r w - - 0 55	39512	0.010522127151489258	2435	2407	74073	70947	14538	2329	72076	20816
32	567	51	2r2k2/5bpp/5p2/R3n3/P3BNP1/7P/5P2/6K1 b - - 4 29	36225	0.01045370101928711	1188	1166	67514	62446	9502	1037	63097	9810
33	411	116	2B5/8/4p2P/3p2pk/1P1b4/8/2K5/8 w - - 2 62	18975	0.004494428634643555	1323	1287	33034	31709	5305	1285	31752	6967
34	199	36	r6r/1pp2pk1/p3bq1p/2Pp1p2/8/PnPBQN2/1P4PP/4RR1K w - - 3 22	45299	0.01694941520690918	1119	1083	115636	108558	10500	992	108923	20314
35	629	117	8/6k1/5p2/4r2P/5p2/2R2P2/5K2/8 b - - 0 62	45621	0.010505914688110352	4692	4597	105601	101638	27879	4558	103165	42808
36	353	56	r3r1k1/6p1/1B3pb1/8/2p1Nn2/P4P2/6PP/4RRK1 w - - 3 32	38372	0.012161016464233398	923	848	85834	78790	5269	825	79694	9421
37	246	60	3r2k1/2p3b1/5qnp/5n2/2PP4/B1PN1P2/P1Q4P/6RK w - - 3 34	120516	0.03909015655517578	3438	3285	286574	272531	54690	3042	266881	71626
38	604	16	r1b1r1k1/1pp1qppp/p1nbpn2/3pN3/P2P4/1P2P2P/1BPNBPP1/R2Q1RK1 w - - 6 12	133326	0.0391542911529541	2907	2822	239822	229442	49232	2762	232608	65116
39	563	32	3rr3/pkpp2Bp/1p6/5N2/6n1/4P3/P1n2PPP/R4RK1 w - - 0 20	22753	0.006828784942626953	496	468	55213	47928	2474	433	51196	7537
40	51	22	r3r1k1/1pqbnpp1/p2p1n2/2p1p2p/4PP2/1P1P2PP/PBPQN1B1/R4RK1 w - - 2 15	114510	0.038552045822143555	3553	3406	313247	298299	39284	3156	292205	46648
41	174	39	r3r1k1/1b2qppp/p4b2/3PBR1B/1Pp5/4Q3/6PP/5RK1 b - - 1 23	45221	0.015905141830444336	715	695	92581	87943	5474	583	79909	8634
42	587	128	4R3/5kp1/8/8/6p1/3qN1P1/7K/8 w - - 12 68	28300	0.006741762161254883	1399	1350	43456	40374	7874	1362	41507	11817
43	735	39	1r2r1k1/1p3pbp/pNq1b1p1/2p1p3/2P1P3/PQ4PP/1P3PB1/3RR1K1 b - - 5 23	88264	0.0272676944732666	3951	3839	245009	234945	44430	3737	234520	84482
44	821	71	7k/6pp/5n2/2rN4/3qPQ2/8/6PP/5R1K b - - 4 39	59105	0.015984773635864258	2469	2428	133170	127859	18719	2257	123620	32578
45	896	69	Q7/5ppk/4p2p/1P6/1Kpq4/P4P2/8/8 b - - 1 38	67808	0.015578746795654297	4088	3990	116190	107569	19110	3809	110745	28687
46	493	59	3r1bk1/p5p1/1p3pp1/3b4/8/P1B1R1PP/1P1N1P2/6K1 b - - 5 33	157881	0.04796600341796875	7622	7356	392914	381087	132092	7279	380020	168931
47	809	99	R7/P4p1k/5p2/2K2p1p/5P2/r5PP/8/8 b - - 15 53	44713	0.010202884674072266	3648	3601	70251	67748	19518	3444	67250	27802
48	983	50	2r5/1p1bn1pk/pr2p2p/5p1P/P2p1B2/1PbP1NP1/4RPBK/1R6 w - - 2 29	64672	0.024689435958862305	1077	919	154036	141602	9363	1024	146625	20873
49	537	42	6k1/1p4pp/1pp1p2n/3rN3/3P2P1/P7/1Bb2P1P/4R1K1 w - - 3 25	104354	0.031598567962646484	4391	4232	234607	226038	50792	4229	228079	74586
50	259	28	2kr3r/pp2ppb1/2n3p1/2p1P1P1/P4B1p/2P2N1b/1PB2K2/RN2R3 w - - 0 18	95380	0.03387141227722168	3057	2915	257416	244062	49964	2787	242433	54571
51	228	73	1R4k1/7p/r4b2/3P1p2/4nPP1/8/7P/4B1K1 b - - 1 40	28113	0.007475137710571289	1280	1267	57454	56557	8364	1271	56801	10663
52	94	34	1r1q1rk1/pb2b1pp/4n3/PBn2p2/1P1p4/5NP1/1B1N1P1P/R2Q1RK1 w - - 1 21	43084	0.01613616943359375	693	672	101530	94611	11202	651	96124	16076
53	370	97	8/1r3pk1/4p1p1/4P1P1/4r3/P3B2P/3R3K/2nR4 b - - 0 52	28931	0.0079345703125	1002	999	59629	55390	13304	954	57169	16833
54	126	62	3r4/1pp2bk1/p3p3/P3Ppqp/1PPPp3/2Q3P1/6BP/3R2K1 w - - 0 35	76616	0.024625062942504883	1994	1842	166108	156779	21944	1698	152271	28671
55	58	70	8/3b2kp/p2p2p1/1p1Pp3/1P2B1PP/P5R1/5PK1/4r3 w - - 3 39	33228	0.009359598159790039	1087	1028	47302	44081	5524	1002	44426	8917
56	222	100	8/8/5p2/p1r2k1p/R7/4K1PP/8/8 w - - 10 54	53263	0.011961221694946289	4134	4056	90289	87191	27215	3887	86893	40825
57	840	55	2r1r3/1p3pkp/pP1b2p1/P3p3/R2p4/2p2P1P/2P2PP1/2BR1K2 b - - 7 31	77913	0.023880481719970703	3656	3462	192509	182152	34918	3359	183174	48178
58	776	58	5nk1/5pp1/4p2p/1B1p4/3P1P2/4qN1n/2Q3PP/6K1 w - - 5 33	63670	0.018324613571166992	2557	2508	128394	126091	21844	2531	126715	32604
59	953	98	8/5p2/1R3Pkp/r7/4P1P1/5K2/8/8 w - - 3 53	34600	0.008038759231567383	2010	1913	55965	52480	11157	1890	53116	18735
60	889	50	1rr2bk1/5ppp/pn3n2/3B4/2NP1P2/P1N1P3/3B2PP/4R1K1 w - - 0 29	58676	0.01881551742553711	1147	1129	140138	129090	20631	1146	136290	28541
61	991	74	7r/1b1qbk2/4ppp1/1p6/1PpPpPNB/2P1P3/5Q1P/R5K1 w - - 8 41	88898	0.028900146484375	3651	3570	209764	200379	43593	3412	200143	59351
62	682	27	r2q1k1r/1pn1bpp1/5n2/p2p1b2/N2P1N2/1Q4P1/PP1B2BP/2R2RK1 b - - 1 17	190633	0.0727846622467041	1833	1689	352690	329110	35346	1754	338636	62472
63	261	49	r3r1k1/1p3pp1/pqp2b1p/3p4/4BP2/P5PP/1PPR1N2/1KQ1R3 b - - 2 28	33921	0.012176036834716797	652	638	85616	78699	4938	575	81610	7826
64	602	99	7R/8/8/7p/6k1/6P1/r1r5/3R3K b - - 5 53	17368	0.004662513732910156	1253	1224	41364	36943	5466	1121	38352	9294
65	882	73	7k/7r/2R5/8/p1PP1p2/7P/1r4RK/8 b - - 1 40	37034	0.009694814682006836	2324	2226	74295	71113	17787	2229	70608	24642
66	252	54	4r1k1/1R3ppp/p7/8/r3nN2/4P2P/5PP1/6KR w - - 0 31	122823	0.03600811958312988	6046	5866	303177	293909	79856	5763	290812	104171
67	376	71	6k1/4bp1p/6p1/2p1P3/p1R5/r1BrP2P/4KPP1/2R5 b - - 1 39	97436	0.027637958526611328	5269	5157	253996	247316	58198	5218	250867	73995
68	707	49	3rr1k1/1b3p2/p5p1/1pp2n1B/4PP2/2NP3P/PP4RP/2R3K1 b - - 3 28	196658	0.05833578109741211	2926	2817	350828	336913	59080	2730	339107	73983
69	528	51	3r2k1/1p3p1p/p1bq2pb/4Q3/3p4/1P1B4/P4PPP/1R2R1K1 b - - 1 29	103640	0.03410053253173828	4229	4079	309354	296163	58703	4054	297826	84351
70	888	32	3rr1k1/2q2pbp/pnb1pnp1/2p5/2P2P1N/P1N1P2P/2Q1B1P1/B2R1RK1 w - - 1 20	129538	0.04274487495422363	1983	1892	275100	260209	21826	1849	264016	36662
71	829	23	rn3rk1/1bq1bpp1/ppp1p2p/8/1P1PNP2/P1P2NP1/2Q4P/R1B2RK1 b - - 0 15	172920	0.0494387149810791	4011	3875	318306	307829	76127	3756	305056	106164
72	571	47	1k1r4/2p3p1/4Rn1p/3n4/1P6/2PB2PP/2KN1r2/5R2 b - - 2 27	53479	0.016534805297851562	1291	1247	118906	112840	9386	1251	115550	20465
73	181	47	r3r3/p5kp/1bp1Pp2/1p3Pp1/8/PBB5/2P3KP/5R2 b - - 1 27	52131	0.014882087707519531	2434	2356	137331	129329	17529	2118	126406	28384
74	18	61	3r4/5p2/4pkp1/2p4p/P1Pn4/7P/P4PK1/1R1B4 b - - 0 34	53470	0.015067577362060547	3291	3199	121985	117432	27093	2999	114270	40917
75	209	38	1rb2rk1/4bppp/8/3Pp3/1n6/B4NP1/5PBP/3RR1K1 w - - 0 23	59783	0.021364450454711914	1937	1876	160613	153098	20175	1852	154542	30431
76	510	44	6k1/4bppp/1p6/3p4/P7/5NP1/1Pr2P1P/5RK1 w - - 1 26	26064	0.008040904998779297	1236	1205	57190	54548	8514	1171	54129	14104
77	831	46	4r1k1/3q1p1p/3p2p1/p1pP4/P1P2Q2/2P5/6PP/1R4K1 w - - 0 27	88163	0.026445388793945312	3390	3255	195675	185493	44565	3278	188077	58885
78	339	115	8/4kp2/8/5K2/4P3/5P2/5bN1/8 b - - 0 61	33864	0.008060693740844727	3330	3172	62185	59002	14719	3133	59583	25295
79	176	40	5r2/1b3kp1/1p5p/pBpprp1P/8/P1P1PP2/1P4P1/R3R1K1 w - - 1 24	184635	0.05527663230895996	9658	9339	439667	427218	174804	9374	429629	206778
80	7	47	2r1r1k1/ppbn1pp1/7p/3P4/3NP3/5P2/PP1B2P1/1KR4R b - - 3 27	91889	0.031972646713256836	3464	3224	243551	229536	36993	3260	228916	52394
81	640	70	2r3k1/5pp1/3Rp2p/7P/1P3q2/8/5PQ1/5BK1 w - - 5 39	25582	0.008418560028076172	1110	1057	59336	55356	8085	1044	54541	10707
82	901	58	5r1k/2q3r1/1p1b3p/4p3/P3R1p1/2P3P1/1Q1N1P1P/4R1K1 w - - 5 33	60228	0.020052433013916016	1102	1063	119482	111577	13446	929	110841	22815
83	790	23	r4rk1/2pbqpbp/p1n3p1/1p2p3/5n2/1PPP1N2/PBNQBPPP/R3R1K1 b - - 1 15	179986	0.06208395957946777	2572	2462	301926	289619	44838	2092	283128	64846
84	580	64	3r4/r1q2pk1/2p1p1p1/2PpPn2/1Pb2P2/P6R/1BQ3BP/3R2K1 w - - 3 36	78319	0.031629085540771484	3829	3566	294281	275797	48186	3543	276666	73888
85	404	82	6k1/5pp1/2p5/p3P3/P2PN1rP/8/1r5P/3R2NK w - - 1 45	35132	0.009388208389282227	1229	1166	62332	58787	11256	1208	60174	18266
86	526	56	2r5/4k3/1R1bp2p/3p1p2/3P4/r3P1P1/R2N1PP1/6K1 w - - 0 32	35621	0.010011672973632812	2119	2079	81931	78450	13825	2045	77908	19065
87	879	37	3br1k1/3q1pp1/1p2bn1p/nPpPp3/8/2NPQ2P/1BPNBPP1/3R2K1 b - - 0 22	38062	0.01369333267211914	636	619	86180	80114	6554	612	83125	12935
88	407	34	1r1qr1k1/3b1p1p/p2p2p1/1ppNb3/1PP1PQ2/P2P3P/4BPP1/2R2RK1 w - - 8 21	143082	0.04667186737060547	1949	1843	270725	261833	37730	1901	264636	53858
89	891	124	8/8/8/pKN5/2p2k2/P1P5/1r6/8 w - - 0 66	30585	0.00677943229675293	2204	2155	49255	47813	14409	2154	48087	22788
90	507	126	8/2R5/6kp/2pP2p1/5p2/7P/1r4PK/8 w - - 0 67	38555	0.009364843368530273	2562	2492	60835	58018	11862	2411	57598	15680
91	346	52	r3r2k/5p2/p1n1b2B/1p1pP3/3P4/P2BR3/5P2/1R4K1 w - - 3 30	42230	0.013064861297607422	1559	1475	99484	91571	13513	1504	95275	21263
